Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
South America,Peru,None,2020-03-17,26.805068453971884,1.25,10.0,1.0,0.06827546450432248,0.048372551360492386,0.1718100778097926,2.298102699725432,0.15346869825646348,0.0,3.0596581075627793,0.6248811993292274
Asia,Philippines,None,2020-03-14,24.236245734609035,1.25,3.003320443536313,1.0,0.5,0.0529336542447819,0.12019052956851217,1.3498778268471998,0.11089096859771352,0.3340772491093955,4.416313958542803,2.4857783474868307
Europe,Poland,None,2020-03-14,21.79090489973722,1.1574634201379332,8.54512430947948,1.0,0.37042010568309086,0.05805076321957746,0.18336489651467136,0.8816075088948834,0.10006777390322341,0.017931782665017604,1.1449982943619523,0.4773823997402311
Europe,Portugal,None,2020-03-13,23.74794440004522,0.9022196618938447,3.9800200695568773,1.0,0.47618091951499136,0.04280662554322326,0.04003145493556021,3.782179963152383,1.7790806295722725,0.7682615128716352,3.305113024082271,1.03102087843252
Asia,Qatar,None,2020-03-11,132.97053221122792,1.25,4.4732037532264695,1.0,0.05,0.01,0.21435008490634938,0.1,0.1,0.0,3.7061066384957773,1.0409995475986005
Europe,Romania,None,2020-03-14,15.637194698092603,1.1415874400115242,2.2837058188100063,1.0,0.44123551565993824,0.06733269924404921,0.031521662934590744,1.95930244987077,0.1,0.0,4.83508127959944,0.8131969750207795
Asia,Russia,None,2020-03-17,118.1280006344345,1.1551412291917995,4.3043182110489,1.0,0.05240596333352285,0.021026626604901927,0.49907437757043466,6.126838936589649,9.332819301607291,3.4397936872765857,2.9569970045803977,0.13123339579939186
Africa,Rwanda,None,2020-04-04,87.3567901312602,1.1948266362251134,-10.0,1.0,0.05,0.01,0.23962665502830582,0.1,0.1,0.0,7.0,0.49301989241649835
Europe,San Marino,None,2020-03-15,6.451060621697972,0.9627919378128929,-6.512349585959316,1.0026625601166446,0.5,0.08355837091542195,0.5,0.1,0.40652602108370317,0.12773194019487377,2.1085356005184104,0.5982960703315556
Africa,Sao Tome and Principe,None,2020-05-05,8.47756873665065,0.9916343107594329,1.6672295451756654,1.7010222826183834,0.5,0.017251693882553307,0.5,0.10056042055369296,0.1,0.021303959241760317,2.652435175561769,1.212632121788404
Asia,Saudi Arabia,None,2020-03-14,40.931509179112524,1.25,10.0,1.0,0.05,0.010666785846516258,0.0,1.3226706237216064,0.10000000000068532,0.14773540149318265,2.5925545203504248,1.1611198069163904
Africa,Senegal,None,2020-03-26,58.315492348629874,1.25,-9.770397007162838,1.0,0.05,0.017780318331738265,0.0,1.780249263004221,0.1256762132743976,0.0026641346059324,3.069292518551542,0.8754389634640449
Europe,Serbia,None,2020-03-19,23.411735093581278,0.9316986872043892,-1.6995148132906075,1.030146442887333,0.4399379509947319,0.026104814166397358,0.35596067876296755,2.8826644798317824,2.126265546697201,0.14071437838730239,3.1744252902890957,0.9974128904890045
Africa,Sierra Leone,None,2020-04-28,7.331640168504765,0.8465895667216942,-2.6040435931720736,1.0,0.5,0.05859694511724556,0.5,0.6193676202220102,0.4999003218008893,0.04659829121098902,2.921610627388212,0.96133114923347
Asia,Singapore,None,2020-02-29,42.86496728311747,1.078326800775025,4.723034499836773,1.0,0.05,0.01,0.19934043604701832,0.15140498720023654,0.1178793127727511,0.1805603531543758,3.924039470413117,0.1000006536128466
Europe,Slovakia,None,2020-03-18,35.39662949584545,1.0523089127483087,-3.2379896089888724,1.7521096218564347,0.08987650981852652,0.019012598459121982,0.15172642063594097,1.6787580372032007,0.12884970637607296,0.09637005908043994,3.3860090181637617,1.017759621985701
Europe,Slovenia,None,2020-03-13,25.372610497828926,1.026667970374754,-7.051416096585921,2.1834162258424623,0.06020472829199078,0.0910177791794009,0.36752786009759025,1.3101584249655307,0.2863605340892139,0.6154092202843107,1.780358440534788,1.8400571749245345
Africa,Somalia,None,2020-04-17,10.72662693050895,0.970021223813649,-1.1366994506584809,1.1334795426863251,0.5,0.04615787712041379,0.5,0.9292887013855449,0.589493323549358,0.01601527507184386,2.8571642417580803,1.1180875799656318
Africa,South Africa,None,2020-03-18,244.01577927279249,0.9714770316743528,2.6744306845571906,1.0,0.05,0.0297873156303871,0.19098659923316094,3.7071862961441395,5.004083332735665,1.129446427271919,2.6026310435659368,0.10636443004607488
Africa,South Sudan,None,2020-05-08,13.57217316416381,1.0047610359112435,-0.41520010285515946,1.7232476755085808,0.06054606710370439,0.02556638649928092,0.0028955853847433266,1.4982982799609794,0.1588176803430139,0.02056630031942186,3.0052547037109885,1.0722432619098805
Europe,Spain,None,2020-03-02,61.24930702716302,1.094622557374193,5.52407255253991,1.7240719327103526,0.211172349065648,0.13951374354895982,0.17600833700028767,4.650118482340669,6.3449813027051105,1.9799869289329557,2.8240766652856477,1.3445173513513837
Asia,Sri Lanka,None,2020-03-24,29.19353440008215,1.25,-3.4721174027932387,1.0,0.05,0.01,0.20529362721790465,0.1,0.1,0.0,3.001200567440805,0.990055762782384
Africa,Sudan,None,2020-04-20,7.510048447431869,0.9933573507935884,5.113926461324291,1.0437995729631657,0.15856086954165222,0.07503075402406112,0.09543739709532298,1.785834538844877,1.530280366167203,0.0003681594433242452,3.681261155942987,0.6511438710581858
South America,Suriname,None,2020-06-07,60.47638072566521,0.9460717727586525,-3.934688136257962,2.3014763977503314,0.16879691985945755,0.011597032489362988,0.20488011880792134,0.1,1.8375010926228996,0.0,2.4027498628946367,1.0617941120074108
Europe,Sweden,None,2020-03-06,137.70217415918282,1.0842152995611996,3.5074133423076628,1.6570314079908193,0.05,0.14098367057066932,0.18802467246347634,3.4937395043031456,4.18555346163318,0.7044001138663003,2.9749902641323964,0.8376326749758252
Europe,Switzerland,None,2020-03-05,24.283623648970835,0.9596770059269939,6.462264223464302,2.6853449382800547,0.08124231134031493,0.07579937739848205,0.23536625563891173,3.3147462437885205,3.2755161054350346,1.0625887192092898,4.489020701706094,1.3592789798722948
Asia,Tajikistan,None,2020-05-03,17.239770992021633,0.75,-0.8599989226977542,1.5209023792278535,0.5,0.01,0.26773319834864,3.0244998486556076,3.4850929810867015,0.10136027316245366,6.165129461971587,0.7814475338375861
Africa,Tanzania,None,2020-04-17,5.477250423278961,0.75,-10.0,3.0,0.19876344559817055,0.034940544770672,0.24419985162054483,0.1,1.4248924227632833,0.0,2.980071956867642,1.0092980180752797
Asia,Thailand,None,2020-03-15,20.669516138099645,0.910195253815235,-5.608566580457806,2.5003490754720956,0.12317468048884114,0.01877794212294763,0.0754689222936065,1.00425325248548,3.3280708978368514,0.589289191775527,2.598614564870622,1.3883463889292904
Africa,Togo,None,2020-04-29,6.3899574372548695,0.9876715294051136,-1.7941774907097985,1.6909253028547533,0.5,0.014307960552227217,0.5,0.6102864501031329,0.18189407437366434,0.005214726828300265,1.0532941182769395,0.37440760466958745
South America,Trinidad and Tobago,None,2020-04-04,4.128011961148402,0.75,-10.0,3.0,0.5,0.022422931130256465,0.5,0.1,0.1,0.0,3.001158761663193,0.9900712170477184
Africa,Tunisia,None,2020-03-24,4.270416580889866,1.053116505935694,-5.143503134882582,2.796986082803,0.22069507959626725,0.04507153068555653,0.19970113127594566,1.6531987364068677,1.112724000356839,0.019588383293661416,1.3257055000921865,1.050583647305728
Asia,Turkey,None,2020-03-19,8.494431769993058,1.073372263065782,5.734471625196069,1.5958821974235402,0.3249211804954187,0.03130741425336417,0.17497403224671224,4.101328381991577,4.995383260468943,1.2118486665988568,3.2590768606997544,0.9924799360961698
North America,US,Alabama,2020-03-20,24.6357717747112,1.25,-0.32622433296586256,1.0,0.07277976129001518,0.04638903828366807,0.20363076059556842,1.6787167496110493,0.4734012410691575,0.024203200111295065,3.0093940723413475,0.20106137703526406
North America,US,Alaska,2020-03-29,19.232183823148674,1.25,-9.977119616027593,1.0,0.35517570498672063,0.01915926087049387,0.38943094423499836,0.10002103806469886,0.10086771663807692,0.0,3.001181973993478,0.9900672921455005
North America,US,Arizona,2020-03-21,37.99628699654955,1.036919634871197,6.776519623818153,1.0,0.13456648122092454,0.04446979331107628,0.09874956985161984,1.3454058606217236,0.8280004096475846,1.0543315048357804,2.870545769926878,0.10000000000000009
North America,US,Arkansas,2020-03-21,35.17025140844187,1.25,2.406882360082744,1.0,0.05,0.023994061805663477,0.14114019710170828,0.10733181762051114,0.14475169967461365,0.58647999406125,2.8365793384199876,1.5356519458769544
North America,US,California,2020-03-09,30.73936017240788,1.0464662544161343,6.872424060047118,1.0,0.05,0.048847228925328265,0.1366936181227246,3.394952713325827,4.362040366390623,0.0,2.997435998755789,0.10000000000000009
North America,US,Colorado,2020-03-14,15.857524835294903,1.1566886940182222,3.432110403178403,1.0009700704172264,0.25376871496690506,0.06956132222126807,0.1700220196867382,1.3437135757471106,0.7168310394073556,0.0,3.6784881352527363,0.5497031070995555
North America,US,Connecticut,2020-03-19,18.68666831055226,1.035615490374946,1.8723541255140572,1.1439237481030182,0.141665687196826,0.12084816697569375,0.20483561512333037,3.356966656995569,3.2019424346987675,0.1381131848638475,3.6679612979031475,0.4254625965123955
North America,US,Delaware,2020-03-24,6.516226444867925,1.0637880180854906,1.3537892923086048,1.0,0.21923788376862002,0.04323564460851012,0.017326094950402743,0.6410149829141538,0.7672704906387198,0.000264528765660188,2.397429411576364,1.8508445937915725
North America,US,District of Columbia,2020-03-22,12.044206835014167,1.1509669958758062,-1.35046414643553,1.0,0.22463557969801504,0.061675602286866166,0.110362779556686,1.6481550711235182,0.4088135523068921,0.0,4.651513737792131,0.7914202628018363
North America,US,Florida,2020-03-16,19.915097566005354,0.9525165803045418,6.084882268150807,1.0,0.06382121804919044,0.049548097001536964,0.1485484333799718,4.377205048622133,4.7143141573017555,1.0391761985131278,3.3887906104376664,0.30037036803857653
North America,US,Georgia,2020-03-16,21.67032981502676,1.25,3.0192272417305697,1.0,0.2144938310352676,0.058049608060509156,0.23053025770028016,0.1205694431737836,1.2913093591857527,0.0007980917179981617,2.0469099344747237,0.7033885430042155
North America,US,Hawaii,2020-03-27,10.207366457472034,0.8400387572926096,-3.1573350172573593,2.654956993279672,0.2865631707655912,0.024256021310893938,0.05313645423191943,1.824279197332039,0.1,0.0,3.001179455418904,0.9900540953621477
North America,US,Idaho,2020-03-26,20.710076820088005,0.9438545786148,2.759603007846301,1.0,0.5,0.03421865720264111,0.5,0.6246971925307676,0.12515491935723322,0.0,2.82462778090805,1.1033300437880238
North America,US,Illinois,2020-03-17,13.668797677942038,1.1205728474825554,7.421225482241701,1.0,0.13958814510199644,0.06930638010791108,0.24008537256512205,1.0409819954980124,1.5190542160959568,0.15196438344579777,2.354390724132859,0.2760843120382481
North America,US,Indiana,2020-03-21,10.069556483512185,0.9998339336712116,4.567964648899125,1.0,0.2991468807272835,0.06456891155053633,0.016607149522759684,2.882593946644694,1.8069633183490152,6.503120540690688e-05,1.5259423095129416,0.48970542051469046
North America,US,Iowa,2020-03-23,13.053381478523702,1.1204426544614674,3.8052065056584135,1.0,0.3520401013493916,0.027076968469926313,0.07454066766440226,2.185387170677409,0.1529375193590674,0.00013388233522926285,2.864427872628262,0.6937614722885115
North America,US,Kansas,2020-03-25,13.873468674590708,1.1704553559419917,-0.7180576677341388,1.0,0.5,0.033128142670413765,0.5,1.5091361404624228,0.15267999348522476,0.0032415029136121376,2.7431018972111216,1.2081316780776141
North America,US,Kentucky,2020-03-22,21.271060046591288,1.1876816094366323,5.200007661408119,1.0,0.5,0.07395516490702486,0.49225851348093863,0.42615789054813735,0.1,0.6654932391973949,3.2006643967174657,0.873907394951454
North America,US,Louisiana,2020-03-16,17.41380403990381,1.0232992647045245,5.639427381423195,1.0498729729603262,0.3555846989913085,0.1119206112557479,0.43886158555542776,2.6223219269621776,2.075412128311592,0.014683050427386934,3.9799345690571717,0.28241390345131157
North America,US,Maine,2020-03-23,19.93980936609774,1.25,-1.8392916039849718,1.0042000988458202,0.5,0.04332122551051497,0.14803860420231296,0.1570945967469326,0.10056436391658785,0.0,2.655434141514225,1.0862207335362453
North America,US,Maryland,2020-03-19,61.074760880183064,1.0758036804074647,4.860660313077874,1.3057341540476157,0.1923331434628397,0.06233328135463263,0.20109932030249456,3.4382186573246614,3.6519609118261354,0.4826956392962196,3.0878210190001174,0.10000000000000009
North America,US,Massachusetts,2020-03-12,111.24653933195624,1.0829824569494697,4.581081807942552,1.0000079730960878,0.14578608682383745,0.090790287030302,0.16899934353627222,2.8894820335953217,3.7991518108511775,0.26402745611851586,1.5587024926935749,0.10174486839093788
North America,US,Michigan,2020-03-18,26.908796611776914,0.8881318315771867,0.05827964186310279,1.0,0.2879431573937399,0.1157072767748884,0.21680435038300308,4.6888376891406125,7.462285110988736,0.8431774039715925,4.111266438517171,0.8782565540253024
North America,US,Minnesota,2020-03-20,28.843799384319105,1.21815853179573,2.2566537002756237,1.0,0.09545478543719055,0.06690558576962602,0.2501639480821682,2.034865868411735,0.1,0.0,2.529952479321273,0.7426630858646426
North America,US,Mississippi,2020-03-21,19.429943567057933,1.25,0.2818911687206053,1.0,0.08911820102327281,0.05908856517825467,0.11195362557408611,0.26528434744516716,0.5720372738946091,6.586695156851619e-05,5.807535298183939,0.47846589449575827
North America,US,Missouri,2020-03-22,19.69942653792297,1.1324474353557241,2.3128801446726026,1.0,0.5,0.07700444406697252,0.2678545599061681,0.6896472740296824,0.6427871534598202,0.0,3.9633960512583717,1.130226610147
North America,US,Montana,2020-03-27,18.11969454653042,0.9909731528581566,-3.1531877932923003,1.0430339615576427,0.5,0.039241906502489446,0.5,0.1,0.11293748420778194,0.0,3.2816808140504254,0.36043995745153756
North America,US,Nebraska,2020-03-29,12.69397076785469,1.1508684341418332,3.033113242080861,1.0029651002931874,0.20238177448548003,0.015684182671934777,0.27775870420616006,1.2128778157570435,0.36437346698087847,0.030914966765990926,2.9256063245192685,0.3681354406462565
North America,US,Nevada,2020-03-20,20.6920814376712,1.25,-3.3445828111055,1.0,0.4951450058548406,0.06596777587657406,0.44433744815167386,0.8288329079381169,0.1838691535911403,0.5432982437217639,2.1147555526931305,0.6896160017464092
North America,US,New Hampshire,2020-03-23,17.4691083865137,1.2198964359762798,-0.3184909999878432,1.0208322962002108,0.05,0.1254592830802724,0.44079966105665724,0.1,0.31252985304029846,0.0,3.9957497259654096,1.7307621544602099
North America,US,New Jersey,2020-03-16,11.028725126692477,1.0521710142526555,6.233642603764123,1.518595339782662,0.07591694984453815,0.09369617387620666,0.12125474926779128,5.001739945679553,5.077715906787108,1.2484364638598586,4.099054417319379,0.8827502023765204
North America,US,New Mexico,2020-03-25,12.246153503884685,1.25,-1.475207189810881,1.0,0.08440006892915397,0.08293887668430736,0.4223550245249026,1.0455188775743087,0.12202069365510138,0.024867047752701765,3.630830680085842,1.0120824034017135
North America,US,New York,2020-03-08,102.95880400778192,1.0975473429213911,8.754654861162985,1.6210544284851784,0.299205269700284,0.10194052404074008,0.18474720198510275,4.83739643944423,6.05582272683263,1.8533608144417086,2.989086731375414,1.2829571261804325
North America,US,North Carolina,2020-03-19,65.35721015417582,1.0609967728784677,1.0791701244787089,1.1674538321393957,0.1342178520343329,0.0330677639739784,0.18387235029658414,2.0717792707417093,3.5922007654660124,0.2536621652156139,2.222570518916165,0.10000000000000009
North America,US,North Dakota,2020-03-30,7.8671585936971935,1.0985396384014567,1.4720681809960166,1.0,0.19710178799762967,0.026359392196124334,0.1166824154109932,0.33037483611061,0.11368923358164107,0.007563307011171805,2.6484540726363646,1.1952354216800052
North America,US,Ohio,2020-03-19,16.289789802594267,1.25,2.2613062950817238,1.0,0.3706676877990362,0.06278713296169945,0.016419764820716554,2.104620273635008,0.1484118593944368,0.19340733096158758,2.4370849429580534,0.6533913823710418
North America,US,Oklahoma,2020-03-24,24.93742386739357,1.25,-0.49190616534339104,1.0,0.5,0.07394189009200619,0.5,0.10004061577517298,0.5095969435264305,0.0019021809481749585,3.448181900386162,0.6227990427244794
North America,US,Oregon,2020-03-20,22.859722723481447,1.0463278303053358,1.1341490808048607,1.2074157259588096,0.05071273078851202,0.04731617522571975,0.24029626856871483,0.34999659827486695,0.8169507946095349,0.38030996900685965,3.5618670465059323,0.10000000000000009
North America,US,Pennsylvania,2020-03-17,25.098794031292133,1.096550635863025,3.9818515942095263,1.1923571908500215,0.0930079185950562,0.08358011500088709,0.04643486626891924,2.846728725836625,4.059729739618071,0.6496923099879257,3.1798117627705773,0.34069191711946445
North America,US,Rhode Island,2020-03-23,9.714000978080222,1.0757737054906713,-2.4480896828159953,1.0000718836753186,0.058085552452201816,0.06107658925567937,0.0022948719386016725,1.3796167955900058,2.2069641549058696,0.02561883764505435,1.7232384260503806,0.3729642544459568
North America,US,South Carolina,2020-03-20,24.29717887569477,1.25,-5.825758894714157,1.0,0.05711153860760032,0.047187496779816915,0.21912310936874493,3.008631773782499,0.8868278600724633,0.0,3.029244957024449,0.7910857498573185
North America,US,South Dakota,2020-03-30,12.230458682400666,1.151509425721874,-0.4445840364757957,1.103964480314529,0.0704919370538708,0.01619917220037416,0.18624970189282347,0.4788873402298446,0.5071914943163174,0.05844279061467761,3.3358631712282647,1.2337370398328344
North America,US,Tennessee,2020-03-19,28.19395196848272,1.25,3.6466087734693953,1.0,0.08379161079731737,0.02419492014063379,0.3526525948674915,0.1,0.41975661767335115,0.0,0.13855290157451572,0.15061285334335572
North America,US,Texas,2020-03-17,29.187899880783043,1.25,9.997578326811782,1.0,0.5,0.03646697810956093,0.4926434257011676,0.9825184161209339,0.1,0.8082737804645879,0.007139322193975062,0.6141467678446719
North America,US,Utah,2020-03-21,24.787785345063128,1.25,-3.836487375324997,1.0,0.05383113779376755,0.013068987810943539,0.1979970657019058,1.6019871248682462,0.4138856623152165,1.2369893820363131e-07,2.717291788214764,0.924309279165672
North America,US,Vermont,2020-03-25,5.970184254240602,0.7611610325150522,-4.7288618685992105,1.4721043287558566,0.23270606057944532,0.048811620535771844,0.08051839100807348,1.4737928534351816,0.9468236388858902,0.06696894595689562,3.0344432506376697,0.641055409020663
North America,US,Virginia,2020-03-19,12.93783093991944,1.25,4.52327810241851,1.0,0.25881739310827845,0.038786286364980896,0.2054080520568695,1.4884182610532948,0.45978649611323874,0.21394019034313194,3.9617650429907307,0.5871392080559972
North America,US,Washington,2020-03-07,19.960367831362337,1.25,2.6773246181945307,1.0,0.5,0.09287898532827543,0.5,2.4376525487762604,6.331982149776008,1.7897561982747734,2.604221159721153,0.4842765231101289
North America,US,West Virginia,2020-03-29,16.139754636729876,1.1110396508242601,-3.991013106685522,1.0223584256257456,0.11714538640925623,0.04422921627730654,0.0912039416073441,0.6009683250789379,0.1,0.0,3.9953535498727124,1.081011681501788
North America,US,Wisconsin,2020-03-18,21.15010766144694,1.132410315414486,2.9593577017613217,1.0,0.3300418666530053,0.03385465922003901,0.05478627246275669,2.063027607154671,0.1,0.0009868862285471458,3.0639914448526726,0.5957831042109905
North America,US,Wyoming,2020-03-31,16.73019707485848,1.232015137868878,-6.052547001848855,1.0,0.09856784625578141,0.018584252984904473,0.07862666224219444,0.1,0.1,0.0,2.96856083465641,0.9524746909344783
Africa,Uganda,None,2020-05-07,,0.9526395308619129,2.728863244557484,1.4077595419582718,0.05,0.01,0.18851230245546946,0.2739455457198403,0.1,0.013979023596776496,4.122468555045812,1.142963119462473
Europe,Ukraine,None,2020-03-25,20.430313842599606,1.2462209235887514,0.6128031640054508,1.0,0.06595582588031262,0.04335878579344424,0.20788618481513177,1.80455179178285,0.4925922281804107,0.3408392032417824,2.985711311934396,0.176080141684837
Asia,United Arab Emirates,None,2020-03-18,24.029222524553774,1.25,5.309065840840306,1.0,0.05275744353862433,0.01,0.20523974568793546,0.23670103491308137,0.4799781191384209,0.00015892709590215048,7.0,1.807180763699964
Europe,United Kingdom,None,2020-03-05,65.38138112359927,1.0148122223740668,9.589377446120485,1.1678646910581385,0.06867157766647111,0.19480959251567226,0.1540711631370893,5.764135941588175,6.911185293264797,1.8141961097988009,3.481874585085934,0.10000000000000009
South America,Uruguay,None,2020-03-20,11.063480056040959,0.9801932158524882,-1.3915075259997276,1.4138638984690868,0.0762519127847715,0.03216030074242865,0.14246675966917888,0.1000003864769381,0.26472568785807393,0.0,2.934733453687708,0.9878801840194327
Asia,Uzbekistan,None,2020-03-28,37.801144222280755,1.25,2.577700538664624,1.0,0.05,0.01,0.21671383003993058,0.1,0.1,0.0,3.2408672049937657,0.9419525094206098
South America,Venezuela,None,2020-03-26,69.90953444364476,1.25,-0.22879903544001487,1.0,0.05,0.012373101310472964,0.0,0.1,0.1,0.0,3.001200161634929,0.9900513735278877
Asia,Vietnam,None,2020-03-22,,0.7605628091634551,-10.0,1.0,0.05,0.01,0.20525615500728317,0.1,0.20722360239773785,0.0,3.055933271676272,0.9860800824386087
Asia,Yemen,None,2020-05-15,9.529250495293413,1.082355768514329,1.2398951560524014,1.5397578572860278,0.5,0.25,0.0,1.9826990308937957,1.1858405590898795,0.0,2.7157237020060556,2.011610164395079
Africa,Zambia,None,2020-04-30,18.714962055650407,0.9420209443279925,-1.6993263593349544,1.656231518612098,0.05,0.011604862425449766,0.17170485083454812,0.4102889611317968,0.9988411149062477,1.4276222000120242e-06,3.006477830015327,0.9922341475185861
Africa,Zimbabwe,None,2020-05-27,11.060111373896046,0.8891765033906297,-0.13202567424324246,1.9712702784718326,0.05,0.01,0.2593394941464741,0.12765019814760947,0.41440730012574534,0.0005505282924742616,3.026805739803448,0.8685765059838031
